locationNo,xCoord,yCoord
0,-4.5,4.3,3.14,
1,0.3,3.9,0.5,
2,0.3,-2.6,0.5,
3,-0.9,-2.8,
4,-2.1,-2.4,
5,-4.4,-1.1,0.5,
6,-4.5,2.75,
